sample_fp	plate	well	tile	cycle
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c5/P001_SBS_10x_Wells-A2_Points-265__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	265	5
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c6/P001_SBS_10x_Wells-A2_Points-265__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	265	6
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c7/P001_SBS_10x_Wells-A2_Points-265__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	265	7
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c8/P001_SBS_10x_Wells-A2_Points-265__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	265	8
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c9/P001_SBS_10x_Wells-A2_Points-265__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	265	9
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c10/P001_SBS_10x_Wells-A2_Points-265__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	265	10
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c11/P001_SBS_10x_Wells-A2_Points-265__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	265	11
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c1/P001_SBS_10x_Wells-A2_Points-266__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	266	1
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c2/P001_SBS_10x_Wells-A2_Points-266__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	266	2
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c3/P001_SBS_10x_Wells-A2_Points-266__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	266	3
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c4/P001_SBS_10x_Wells-A2_Points-266__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	266	4
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c5/P001_SBS_10x_Wells-A2_Points-266__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	266	5
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c6/P001_SBS_10x_Wells-A2_Points-266__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	266	6
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c7/P001_SBS_10x_Wells-A2_Points-266__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	266	7
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c8/P001_SBS_10x_Wells-A2_Points-266__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	266	8
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c9/P001_SBS_10x_Wells-A2_Points-266__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	266	9
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c10/P001_SBS_10x_Wells-A2_Points-266__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	266	10
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c11/P001_SBS_10x_Wells-A2_Points-266__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	266	11
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c1/P001_SBS_10x_Wells-A2_Points-267__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	267	1
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c2/P001_SBS_10x_Wells-A2_Points-267__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	267	2
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c3/P001_SBS_10x_Wells-A2_Points-267__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	267	3
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c4/P001_SBS_10x_Wells-A2_Points-267__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	267	4
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c5/P001_SBS_10x_Wells-A2_Points-267__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	267	5
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c6/P001_SBS_10x_Wells-A2_Points-267__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	267	6
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c7/P001_SBS_10x_Wells-A2_Points-267__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	267	7
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c8/P001_SBS_10x_Wells-A2_Points-267__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	267	8
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c9/P001_SBS_10x_Wells-A2_Points-267__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	267	9
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c10/P001_SBS_10x_Wells-A2_Points-267__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	267	10
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c11/P001_SBS_10x_Wells-A2_Points-267__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	267	11
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c1/P001_SBS_10x_Wells-A2_Points-268__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	268	1
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c2/P001_SBS_10x_Wells-A2_Points-268__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	268	2
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c3/P001_SBS_10x_Wells-A2_Points-268__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	268	3
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c4/P001_SBS_10x_Wells-A2_Points-268__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	268	4
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c5/P001_SBS_10x_Wells-A2_Points-268__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	268	5
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c6/P001_SBS_10x_Wells-A2_Points-268__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	268	6
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c7/P001_SBS_10x_Wells-A2_Points-268__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	268	7
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c8/P001_SBS_10x_Wells-A2_Points-268__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	268	8
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c9/P001_SBS_10x_Wells-A2_Points-268__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	268	9
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c10/P001_SBS_10x_Wells-A2_Points-268__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	268	10
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c11/P001_SBS_10x_Wells-A2_Points-268__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	268	11
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c1/P001_SBS_10x_Wells-A2_Points-269__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	269	1
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c2/P001_SBS_10x_Wells-A2_Points-269__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	269	2
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c3/P001_SBS_10x_Wells-A2_Points-269__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	269	3
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c4/P001_SBS_10x_Wells-A2_Points-269__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	269	4
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c5/P001_SBS_10x_Wells-A2_Points-269__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	269	5
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c6/P001_SBS_10x_Wells-A2_Points-269__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	269	6
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c7/P001_SBS_10x_Wells-A2_Points-269__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	269	7
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c8/P001_SBS_10x_Wells-A2_Points-269__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	269	8
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c9/P001_SBS_10x_Wells-A2_Points-269__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	269	9
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c10/P001_SBS_10x_Wells-A2_Points-269__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	269	10
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c11/P001_SBS_10x_Wells-A2_Points-269__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	269	11
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c1/P001_SBS_10x_Wells-A2_Points-270__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	270	1
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c2/P001_SBS_10x_Wells-A2_Points-270__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	270	2
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c3/P001_SBS_10x_Wells-A2_Points-270__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	270	3
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c4/P001_SBS_10x_Wells-A2_Points-270__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	270	4
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c5/P001_SBS_10x_Wells-A2_Points-270__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	270	5
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c6/P001_SBS_10x_Wells-A2_Points-270__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	270	6
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c7/P001_SBS_10x_Wells-A2_Points-270__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	270	7
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c8/P001_SBS_10x_Wells-A2_Points-270__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	270	8
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c9/P001_SBS_10x_Wells-A2_Points-270__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	270	9
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c10/P001_SBS_10x_Wells-A2_Points-270__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	270	10
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c11/P001_SBS_10x_Wells-A2_Points-270__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	270	11
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c1/P001_SBS_10x_Wells-A2_Points-271__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	271	1
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c2/P001_SBS_10x_Wells-A2_Points-271__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	271	2
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c3/P001_SBS_10x_Wells-A2_Points-271__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	271	3
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c4/P001_SBS_10x_Wells-A2_Points-271__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	271	4
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c5/P001_SBS_10x_Wells-A2_Points-271__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	271	5
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c6/P001_SBS_10x_Wells-A2_Points-271__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	271	6
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c7/P001_SBS_10x_Wells-A2_Points-271__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	271	7
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c8/P001_SBS_10x_Wells-A2_Points-271__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	271	8
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c9/P001_SBS_10x_Wells-A2_Points-271__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	271	9
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c10/P001_SBS_10x_Wells-A2_Points-271__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	271	10
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c11/P001_SBS_10x_Wells-A2_Points-271__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	271	11
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c1/P001_SBS_10x_Wells-A2_Points-272__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	272	1
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c2/P001_SBS_10x_Wells-A2_Points-272__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	272	2
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c3/P001_SBS_10x_Wells-A2_Points-272__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	272	3
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c4/P001_SBS_10x_Wells-A2_Points-272__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	272	4
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c5/P001_SBS_10x_Wells-A2_Points-272__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	272	5
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c6/P001_SBS_10x_Wells-A2_Points-272__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	272	6
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c7/P001_SBS_10x_Wells-A2_Points-272__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	272	7
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c8/P001_SBS_10x_Wells-A2_Points-272__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	272	8
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c9/P001_SBS_10x_Wells-A2_Points-272__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	272	9
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c10/P001_SBS_10x_Wells-A2_Points-272__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	272	10
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c11/P001_SBS_10x_Wells-A2_Points-272__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	272	11
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c1/P001_SBS_10x_Wells-A2_Points-273__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	273	1
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c2/P001_SBS_10x_Wells-A2_Points-273__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	273	2
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c3/P001_SBS_10x_Wells-A2_Points-273__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	273	3
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c4/P001_SBS_10x_Wells-A2_Points-273__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	273	4
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c5/P001_SBS_10x_Wells-A2_Points-273__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	273	5
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c6/P001_SBS_10x_Wells-A2_Points-273__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	273	6
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c7/P001_SBS_10x_Wells-A2_Points-273__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	273	7
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c8/P001_SBS_10x_Wells-A2_Points-273__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	273	8
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c9/P001_SBS_10x_Wells-A2_Points-273__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	273	9
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c10/P001_SBS_10x_Wells-A2_Points-273__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	273	10
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c11/P001_SBS_10x_Wells-A2_Points-273__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	273	11
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c1/P001_SBS_10x_Wells-A2_Points-274__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	274	1
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c2/P001_SBS_10x_Wells-A2_Points-274__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	274	2
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c3/P001_SBS_10x_Wells-A2_Points-274__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	274	3
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c4/P001_SBS_10x_Wells-A2_Points-274__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	274	4
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c5/P001_SBS_10x_Wells-A2_Points-274__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	274	5
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c6/P001_SBS_10x_Wells-A2_Points-274__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	274	6
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c7/P001_SBS_10x_Wells-A2_Points-274__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	274	7
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c8/P001_SBS_10x_Wells-A2_Points-274__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	274	8
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c9/P001_SBS_10x_Wells-A2_Points-274__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	274	9
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c10/P001_SBS_10x_Wells-A2_Points-274__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	274	10
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c11/P001_SBS_10x_Wells-A2_Points-274__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	274	11
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c1/P001_SBS_10x_Wells-A2_Points-275__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	275	1
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c2/P001_SBS_10x_Wells-A2_Points-275__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	275	2
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c3/P001_SBS_10x_Wells-A2_Points-275__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	275	3
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c4/P001_SBS_10x_Wells-A2_Points-275__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	275	4
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c5/P001_SBS_10x_Wells-A2_Points-275__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	275	5
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c6/P001_SBS_10x_Wells-A2_Points-275__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	275	6
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c7/P001_SBS_10x_Wells-A2_Points-275__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	275	7
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c8/P001_SBS_10x_Wells-A2_Points-275__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	275	8
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c9/P001_SBS_10x_Wells-A2_Points-275__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	275	9
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c10/P001_SBS_10x_Wells-A2_Points-275__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	275	10
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c11/P001_SBS_10x_Wells-A2_Points-275__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	275	11
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c1/P001_SBS_10x_Wells-A2_Points-276__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	276	1
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c2/P001_SBS_10x_Wells-A2_Points-276__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	276	2
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c3/P001_SBS_10x_Wells-A2_Points-276__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	276	3
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c4/P001_SBS_10x_Wells-A2_Points-276__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	276	4
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c5/P001_SBS_10x_Wells-A2_Points-276__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	276	5
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c6/P001_SBS_10x_Wells-A2_Points-276__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	276	6
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c7/P001_SBS_10x_Wells-A2_Points-276__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	276	7
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c8/P001_SBS_10x_Wells-A2_Points-276__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	276	8
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c9/P001_SBS_10x_Wells-A2_Points-276__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	276	9
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c10/P001_SBS_10x_Wells-A2_Points-276__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	276	10
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c11/P001_SBS_10x_Wells-A2_Points-276__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	276	11
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c1/P001_SBS_10x_Wells-A2_Points-277__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	277	1
