sample_fp	plate	well	tile
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-430__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	430
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-431__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	431
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-432__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	432
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-433__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	433
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-434__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	434
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-435__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	435
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-436__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	436
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-437__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	437
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-438__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	438
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-439__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	439
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-440__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	440
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-441__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	441
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-442__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	442
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-443__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	443
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-444__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	444
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-445__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	445
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-446__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	446
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-447__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	447
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-448__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	448
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-449__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	449
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-450__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	450
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-451__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	451
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-452__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	452
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-453__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	453
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-454__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	454
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-455__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	455
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-456__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	456
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-457__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	457
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-458__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	458
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-459__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	459
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-460__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	460
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-461__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	461
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-462__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	462
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-463__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	463
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-464__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	464
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-465__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	465
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-466__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	466
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-467__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	467
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-468__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	468
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-469__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	469
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-470__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	470
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-471__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	471
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-472__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	472
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-473__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	473
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-474__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	474
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-475__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	475
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-476__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	476
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-477__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	477
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-478__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	478
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-479__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	479
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-480__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	480
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-481__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	481
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-482__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	482
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-483__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	483
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-484__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	484
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-485__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	485
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-486__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	486
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-487__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	487
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-488__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	488
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-489__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	489
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-490__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	490
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-491__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	491
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-492__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	492
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-493__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	493
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-494__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	494
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-495__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	495
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-496__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	496
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-497__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	497
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-498__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	498
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-499__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	499
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-500__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	500
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-501__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	501
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-502__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	502
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-503__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	503
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-504__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	504
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-505__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	505
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-506__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	506
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-507__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	507
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-508__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	508
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-509__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	509
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-510__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	510
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-511__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	511
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-512__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	512
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-513__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	513
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-514__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	514
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-515__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	515
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-516__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	516
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-517__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	517
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-518__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	518
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-519__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	519
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-520__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	520
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-521__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	521
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-522__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	522
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-523__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	523
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-524__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	524
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-525__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	525
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-526__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	526
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-527__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	527
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-528__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	528
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-529__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	529
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-530__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	530
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-531__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	531
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-532__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	532
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-533__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	533
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-534__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	534
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-535__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	535
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-536__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	536
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-537__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	537
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-538__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	538
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-539__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	539
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-540__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	540
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-541__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	541
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-542__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	542
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-543__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	543
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-544__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	544
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-545__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	545
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-546__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	546
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-547__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	547
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-548__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	548
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-549__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	549
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-550__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	550
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-551__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	551
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-552__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	552
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-553__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	553
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-554__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	554
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-555__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	555
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-556__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	556
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-557__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	557
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-558__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	558
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-559__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	559
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-560__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	560
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-561__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	561
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-562__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	562
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-563__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	563
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-564__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	564
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-565__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	565
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-566__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	566
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-567__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	567
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-568__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	568
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-569__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	569
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-570__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	570
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-571__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	571
